,Close,Volume,CPI,USTS,DI,PP,IR,OP,CLF,EPU,GDP,UNEMP
2021-05-04,125.818962097168,137564700.0,268.444,1.61,112.3024,117836000.0,0.06,68.91,102569.0,119.21,64157.0,5.8
2021-05-05,126.065002441406,84000900.0,268.444,1.59,112.1646,117836000.0,0.06,69.71,102569.0,176.89,64157.0,5.8
2021-05-06,127.678924560547,78128300.0,268.444,1.58,111.8534,117836000.0,0.06,68.62,102569.0,142.39,64157.0,5.8
2021-05-07,128.359146118164,78973300.0,268.444,1.6,111.0378,117836000.0,0.06,68.73,102569.0,170.41,64157.0,5.8
2021-05-08,128.359146118164,78973300.0,268.444,1.6,111.0378,117836000.0,0.06,68.73,102569.0,170.41,64157.0,5.8
2021-05-09,128.359146118164,78973300.0,268.444,1.6,111.0378,117836000.0,0.06,68.73,102569.0,170.41,64157.0,5.8
2021-05-10,125.046890258789,88071200.0,268.444,1.63,110.8041,117880000.0,0.06,68.61,102569.0,168.8,64157.0,5.8
2021-05-11,124.120254516602,126142800.0,268.444,1.64,110.9051,117880000.0,0.06,68.83,102569.0,175.89,64157.0,5.8
2021-05-12,121.024894714355,112172300.0,268.444,1.69,111.5781,117880000.0,0.06,69.62,102569.0,78.7,64157.0,5.8
2021-05-13,123.19361114502,105861300.0,268.444,1.66,111.6092,117880000.0,0.06,67.36,102569.0,94.65,64157.0,5.8
2021-05-14,125.63835144043,81918000.0,268.444,1.63,111.1488,117880000.0,0.06,69.24,102569.0,100.11,64157.0,5.8
2021-05-15,125.63835144043,81918000.0,268.444,1.63,111.1488,117880000.0,0.06,69.24,102569.0,100.11,64157.0,5.8
2021-05-16,125.63835144043,81918000.0,268.444,1.63,111.1488,117880000.0,0.06,69.24,102569.0,100.11,64157.0,5.8
2021-05-17,124.475135803223,74244600.0,268.444,1.64,111.0927,117929000.0,0.06,69.62,102569.0,128.94,64157.0,5.8
2021-05-18,123.075309753418,63342900.0,268.444,1.64,110.8461,117929000.0,0.06,69.01,102569.0,96.41,64157.0,5.8
2021-05-19,122.917610168457,92612000.0,268.444,1.68,110.8945,117929000.0,0.06,66.88,102569.0,147.69,64157.0,5.8
2021-05-20,125.500343322754,76857100.0,268.444,1.63,110.876,117929000.0,0.06,65.18,102569.0,189.22,64157.0,5.8
2021-05-21,123.647079467773,79295400.0,268.444,1.63,111.0734,117929000.0,0.06,66.72,102569.0,108.94,64157.0,5.8
2021-05-22,123.647079467773,79295400.0,268.444,1.63,111.0734,117929000.0,0.06,66.72,102569.0,108.94,64157.0,5.8
2021-05-23,123.647079467773,79295400.0,268.444,1.63,111.0734,117929000.0,0.06,66.72,102569.0,108.94,64157.0,5.8
2021-05-24,125.293334960938,63092900.0,268.444,1.61,110.9268,118026000.0,0.06,68.59,102569.0,183.43,64157.0,5.8
2021-05-25,125.096183776855,72009500.0,268.444,1.56,110.857,118026000.0,0.06,68.8,102569.0,145.6,64157.0,5.8
2021-05-26,125.046890258789,56575900.0,268.444,1.58,110.8821,118026000.0,0.06,68.93,102569.0,71.66,64157.0,5.8
2021-05-27,123.499206542969,94625600.0,268.444,1.61,110.8842,118026000.0,0.06,69.43,102569.0,70.25,64157.0,5.8
2021-05-28,122.838729858398,71311100.0,268.444,1.58,110.7719,118026000.0,0.05,69.36,102569.0,171.86,64157.0,5.8
2021-05-29,122.838729858398,71311100.0,268.444,1.58,110.7719,118026000.0,0.05,69.36,102569.0,171.86,64157.0,5.8
2021-05-30,122.838729858398,71311100.0,268.444,1.58,110.7719,118026000.0,0.05,69.36,102569.0,171.86,64157.0,5.8
2021-05-31,122.838729858398,71311100.0,268.444,1.58,110.7719,118026000.0,0.05,69.36,102569.0,171.86,64157.0,5.8
2021-06-01,122.513427734375,67637100.0,270.559,1.62,110.5192,118198000.0,0.06,70.03,102995.0,176.43,64157.0,5.9
2021-06-02,123.282341003418,59278900.0,270.559,1.59,110.5934,118198000.0,0.06,70.6,102995.0,83.31,64157.0,5.9
2021-06-03,121.78394317627,76229200.0,270.559,1.63,111.1913,118198000.0,0.06,70.71,102995.0,109.44,64157.0,5.9
2021-06-04,124.100547790527,75169300.0,270.559,1.56,110.7653,118198000.0,0.06,71.3,102995.0,68.0,64157.0,5.9
2021-06-05,124.100547790527,75169300.0,270.559,1.56,110.7653,118198000.0,0.06,71.3,102995.0,68.0,64157.0,5.9
2021-06-06,124.100547790527,75169300.0,270.559,1.56,110.7653,118198000.0,0.06,71.3,102995.0,68.0,64157.0,5.9
2021-06-07,124.110397338867,71057600.0,270.559,1.57,110.5281,118310000.0,0.06,70.89,102995.0,111.43,64157.0,5.9
2021-06-08,124.938446044922,74403800.0,270.559,1.53,110.6612,118310000.0,0.06,71.39,102995.0,109.81,64157.0,5.9
2021-06-09,125.322906494141,56877900.0,270.559,1.5,110.5821,118310000.0,0.06,71.31,102995.0,131.85,64157.0,5.9
2021-06-10,124.317405700684,71186400.0,270.559,1.45,110.5572,118310000.0,0.06,71.65,102995.0,122.88,64157.0,5.9
2021-06-11,125.53978729248,53522400.0,270.559,1.47,111.1056,118310000.0,0.06,72.05,102995.0,97.74,64157.0,5.9
2021-06-12,125.53978729248,53522400.0,270.559,1.47,111.1056,118310000.0,0.06,72.05,102995.0,97.74,64157.0,5.9
2021-06-13,125.53978729248,53522400.0,270.559,1.47,111.1056,118310000.0,0.06,72.05,102995.0,97.74,64157.0,5.9
2021-06-14,128.625289916992,96906500.0,270.559,1.51,110.9783,118412000.0,0.06,72.27,102995.0,117.23,64157.0,5.9
2021-06-15,127.797233581543,62746300.0,270.559,1.51,111.3641,118412000.0,0.06,73.38,102995.0,109.37,64157.0,5.9
2021-06-16,128.299957275391,91815000.0,270.559,1.57,111.129,118412000.0,0.06,73.88,102995.0,104.83,64157.0,5.9
2021-06-17,129.916656494141,96721700.0,270.559,1.52,112.5876,118412000.0,0.1,72.92,102995.0,94.44,64157.0,5.9
2021-06-18,128.605575561523,108953300.0,270.559,1.45,113.0508,118412000.0,0.1,73.1,102995.0,142.32,64157.0,5.9
2021-06-19,128.605575561523,108953300.0,270.559,1.45,113.0508,118412000.0,0.1,73.1,102995.0,142.32,64157.0,5.9
2021-06-20,128.605575561523,108953300.0,270.559,1.45,113.0508,118412000.0,0.1,73.1,102995.0,142.32,64157.0,5.9
2021-06-21,130.41943359375,79663300.0,270.559,1.5,112.8505,118585000.0,0.1,74.49,102995.0,174.11,64157.0,5.9
2021-06-22,132.075546264648,74783600.0,270.559,1.48,112.929,118585000.0,0.1,74.92,102995.0,100.0,64157.0,5.9
2021-06-23,131.799530029297,60214200.0,270.559,1.5,112.3929,118585000.0,0.1,75.22,102995.0,60.28,64157.0,5.9
2021-06-24,131.513626098633,68711000.0,270.559,1.49,112.3341,118585000.0,0.1,75.95,102995.0,113.04,64157.0,5.9
2021-06-25,131.217895507813,70783700.0,270.559,1.54,111.9722,118585000.0,0.1,76.45,102995.0,92.88,64157.0,5.9
2021-06-26,131.217895507813,70783700.0,270.559,1.54,111.9722,118585000.0,0.1,76.45,102995.0,92.88,64157.0,5.9
2021-06-27,131.217895507813,70783700.0,270.559,1.54,111.9722,118585000.0,0.1,76.45,102995.0,92.88,64157.0,5.9
2021-06-28,132.864151000977,62111300.0,270.559,1.49,112.0306,118861000.0,0.1,74.78,102995.0,168.47,64157.0,5.9
2021-06-29,134.392135620117,64556100.0,270.559,1.49,112.2665,118861000.0,0.1,75.38,102995.0,74.51,64157.0,5.9
2021-06-30,135.013168334961,63261400.0,270.559,1.45,112.5583,118861000.0,0.08,76.94,102995.0,133.65,64157.0,5.9
2021-07-01,135.318756103516,52485800.0,271.764,1.48,112.7458,118861000.0,0.1,76.69,103249.0,82.66,64615.0,5.4
2021-07-02,137.970550537109,78852600.0,271.764,1.44,112.5484,118861000.0,0.1,77.51,103249.0,133.09,64615.0,5.4
2021-07-03,137.970550537109,78852600.0,271.764,1.44,112.5484,118861000.0,0.1,77.51,103249.0,133.09,64615.0,5.4
2021-07-04,137.970550537109,78852600.0,271.764,1.44,112.5484,118861000.0,0.1,77.51,103249.0,133.09,64615.0,5.4
2021-07-05,137.970550537109,78852600.0,271.764,1.44,112.5484,118861000.0,0.1,77.51,103249.0,133.09,64615.0,5.4
2021-07-06,140.001235961914,108181800.0,271.764,1.37,112.9573,119045000.0,0.1,75.81,103249.0,199.58,64615.0,5.4
2021-07-07,142.515014648438,104911600.0,271.764,1.33,113.1102,119045000.0,0.1,74.31,103249.0,57.23,64615.0,5.4
2021-07-08,141.20393371582,105575500.0,271.764,1.3,113.0834,119045000.0,0.1,75.07,103249.0,67.69,64615.0,5.4
2021-07-09,143.047332763672,99890800.0,271.764,1.37,112.8442,119045000.0,0.1,77.14,103249.0,84.3,64615.0,5.4
2021-07-10,143.047332763672,99890800.0,271.764,1.37,112.8442,119045000.0,0.1,77.14,103249.0,84.3,64615.0,5.4
2021-07-11,143.047332763672,99890800.0,271.764,1.37,112.8442,119045000.0,0.1,77.14,103249.0,84.3,64615.0,5.4
2021-07-12,142.446014404297,76299700.0,271.764,1.38,112.7675,119302000.0,0.1,76.77,103249.0,144.11,64615.0,5.4
2021-07-13,143.569763183594,100827100.0,271.764,1.42,113.0126,119302000.0,0.1,77.5,103249.0,192.35,64615.0,5.4
2021-07-14,147.029907226563,127050800.0,271.764,1.37,112.8852,119302000.0,0.1,75.74,103249.0,98.68,64615.0,5.4
2021-07-15,146.369430541992,106820300.0,271.764,1.31,113.0084,119302000.0,0.1,74.53,103249.0,153.82,64615.0,5.4
2021-07-16,144.309127807617,93251400.0,271.764,1.31,113.0461,119302000.0,0.1,74.46,103249.0,140.71,64615.0,5.4
2021-07-17,144.309127807617,93251400.0,271.764,1.31,113.0461,119302000.0,0.1,74.46,103249.0,140.71,64615.0,5.4
2021-07-18,144.309127807617,93251400.0,271.764,1.31,113.0461,119302000.0,0.1,74.46,103249.0,140.71,64615.0,5.4
2021-07-19,140.425140380859,121434600.0,271.764,1.19,113.5497,119523000.0,0.1,69.33,103249.0,103.99,64615.0,5.4
2021-07-20,144.072555541992,96350000.0,271.764,1.23,113.7536,119523000.0,0.1,70.03,103249.0,130.37,64615.0,5.4
2021-07-21,143.333206176758,74993500.0,271.764,1.3,113.3992,119523000.0,0.1,72.54,103249.0,185.19,64615.0,5.4
2021-07-22,144.713317871094,77338200.0,271.764,1.27,113.4759,119523000.0,0.1,74.25,103249.0,91.1,64615.0,5.4
2021-07-23,146.448287963867,71447400.0,271.764,1.3,113.4452,119523000.0,0.1,74.86,103249.0,138.66,64615.0,5.4
2021-07-24,146.448287963867,71447400.0,271.764,1.3,113.4452,119523000.0,0.1,74.86,103249.0,138.66,64615.0,5.4
2021-07-25,146.448287963867,71447400.0,271.764,1.3,113.4452,119523000.0,0.1,74.86,103249.0,138.66,64615.0,5.4
2021-07-26,146.872192382813,72434100.0,271.764,1.29,113.2306,119724000.0,0.1,74.79,103249.0,125.45,64615.0,5.4
2021-07-27,144.683746337891,104818600.0,271.764,1.25,113.2293,119724000.0,0.1,74.87,103249.0,132.55,64615.0,5.4
2021-07-28,142.919189453125,118931200.0,271.764,1.26,113.187,119724000.0,0.1,75.09,103249.0,152.66,64615.0,5.4
2021-07-29,143.569763183594,56699500.0,271.764,1.28,112.4905,119724000.0,0.1,76.3,103249.0,144.4,64615.0,5.4
2021-07-30,143.786666870117,70440600.0,271.764,1.24,112.6785,119724000.0,0.07,77.72,103249.0,133.44,64615.0,5.4
2021-07-31,143.786666870117,70440600.0,271.764,1.24,112.6785,119724000.0,0.07,77.72,103249.0,133.44,64615.0,5.4
2021-08-01,143.786666870117,70440600.0,271.764,1.24,112.6785,119724000.0,0.07,77.72,103249.0,133.44,64615.0,5.4
2021-08-02,143.451507568359,62880000.0,272.87,1.2,112.6758,119817000.0,0.1,73.91,103072.0,124.58,64615.0,5.2
2021-08-03,145.265350341797,64786600.0,272.87,1.19,112.8304,119817000.0,0.1,73.24,103072.0,77.81,64615.0,5.2
2021-08-04,144.861175537109,56368300.0,272.87,1.19,112.9033,119817000.0,0.1,70.99,103072.0,67.39,64615.0,5.2
2021-08-05,144.969604492188,46397700.0,272.87,1.23,112.7754,119817000.0,0.1,72.14,103072.0,179.01,64615.0,5.2
2021-08-06,144.278533935547,54126800.0,272.87,1.31,113.316,119817000.0,0.1,71.02,103072.0,107.12,64615.0,5.2
2021-08-07,144.278533935547,54126800.0,272.87,1.31,113.316,119817000.0,0.1,71.02,103072.0,107.12,64615.0,5.2
2021-08-08,144.278533935547,54126800.0,272.87,1.31,113.316,119817000.0,0.1,71.02,103072.0,107.12,64615.0,5.2
2021-08-09,144.229156494141,48908700.0,272.87,1.33,113.4594,119984000.0,0.1,69.65,103072.0,134.96,64615.0,5.2
2021-08-10,143.745422363281,69023100.0,272.87,1.36,113.5041,119984000.0,0.1,71.14,103072.0,399.87,64615.0,5.2
2021-08-11,144.002090454102,48493500.0,272.87,1.35,113.2884,119984000.0,0.1,71.99,103072.0,96.07,64615.0,5.2
2021-08-12,146.993515014648,72282600.0,272.87,1.36,113.2745,119984000.0,0.1,71.79,103072.0,90.39,64615.0,5.2
2021-08-13,147.200820922852,59375000.0,272.87,1.29,113.0676,119984000.0,0.1,70.9,103072.0,101.4,64615.0,5.2
2021-08-14,147.200820922852,59375000.0,272.87,1.29,113.0676,119984000.0,0.1,70.9,103072.0,101.4,64615.0,5.2
2021-08-15,147.200820922852,59375000.0,272.87,1.29,113.0676,119984000.0,0.1,70.9,103072.0,101.4,64615.0,5.2
2021-08-16,149.195098876953,103296000.0,272.87,1.26,113.1755,120130000.0,0.1,70.07,103072.0,131.18,64615.0,5.2
2021-08-17,148.276947021484,92229700.0,272.87,1.26,113.6227,120130000.0,0.1,69.4,103072.0,113.72,64615.0,5.2
2021-08-18,144.495727539063,86326000.0,272.87,1.27,113.7013,120130000.0,0.09,68.61,103072.0,113.23,64615.0,5.2
2021-08-19,144.831405639648,86960300.0,272.87,1.24,114.1151,120130000.0,0.09,66.8,103072.0,78.58,64615.0,5.2
2021-08-20,146.302429199219,60549600.0,272.87,1.26,114.5069,120130000.0,0.09,65.51,103072.0,85.35,64615.0,5.2
2021-08-21,146.302429199219,60549600.0,272.87,1.26,114.5069,120130000.0,0.09,65.51,103072.0,85.35,64615.0,5.2
2021-08-22,146.302429199219,60549600.0,272.87,1.26,114.5069,120130000.0,0.09,65.51,103072.0,85.35,64615.0,5.2
2021-08-23,147.80305480957,60131800.0,272.87,1.25,113.95,120349000.0,0.09,69.07,103072.0,177.96,64615.0,5.2
2021-08-24,147.714218139648,48606400.0,272.87,1.29,113.6873,120349000.0,0.09,71.21,103072.0,86.77,64615.0,5.2
2021-08-25,146.470260620117,58991300.0,272.87,1.35,113.6395,120349000.0,0.09,72.12,103072.0,74.18,64615.0,5.2
2021-08-26,145.660720825195,48597200.0,272.87,1.34,113.7956,120349000.0,0.09,70.42,103072.0,54.9,64615.0,5.2
2021-08-27,146.70719909668,55802400.0,272.87,1.31,113.3479,120349000.0,0.08,72.26,103072.0,69.52,64615.0,5.2
2021-08-28,146.70719909668,55802400.0,272.87,1.31,113.3479,120349000.0,0.08,72.26,103072.0,69.52,64615.0,5.2
2021-08-29,146.70719909668,55802400.0,272.87,1.31,113.3479,120349000.0,0.08,72.26,103072.0,69.52,64615.0,5.2
2021-08-30,151.169631958008,90956700.0,272.87,1.29,113.2522,120518000.0,0.08,72.26,103072.0,77.75,64615.0,5.2
2021-08-31,149.896072387695,86453100.0,272.87,1.3,113.1132,120518000.0,0.06,73.45,103072.0,166.77,64615.0,5.2
2021-09-01,150.5673828125,80313700.0,274.028,1.31,112.8788,120518000.0,0.08,71.99,102884.0,88.74,64615.0,4.8
2021-09-02,151.692855834961,71115500.0,274.028,1.29,112.7926,120518000.0,0.08,73.56,102884.0,72.75,64615.0,4.8
2021-09-03,152.334594726563,57808700.0,274.028,1.33,112.5541,120518000.0,0.08,73.07,102884.0,88.32,64615.0,4.8
2021-09-04,152.334594726563,57808700.0,274.028,1.33,112.5541,120518000.0,0.08,73.07,102884.0,88.32,64615.0,4.8
2021-09-05,152.334594726563,57808700.0,274.028,1.33,112.5541,120518000.0,0.08,73.07,102884.0,88.32,64615.0,4.8
2021-09-06,152.334594726563,57808700.0,274.028,1.33,112.5541,120518000.0,0.08,73.07,102884.0,88.32,64615.0,4.8
2021-09-07,154.694152832031,82278300.0,274.028,1.38,112.9845,120728000.0,0.08,71.52,102884.0,165.86,64615.0,4.8
2021-09-08,153.134307861328,74420200.0,274.028,1.35,113.2361,120728000.0,0.08,72.36,102884.0,118.66,64615.0,4.8
2021-09-09,152.107528686523,57305700.0,274.028,1.3,113.0482,120728000.0,0.08,71.32,102884.0,56.89,64615.0,4.8
2021-09-10,147.072509765625,140893200.0,274.028,1.35,112.9468,120728000.0,0.08,72.44,102884.0,72.22,64615.0,4.8
2021-09-11,147.072509765625,140893200.0,274.028,1.35,112.9468,120728000.0,0.08,72.44,102884.0,72.22,64615.0,4.8
2021-09-12,147.072509765625,140893200.0,274.028,1.35,112.9468,120728000.0,0.08,72.44,102884.0,72.22,64615.0,4.8
2021-09-13,147.645095825195,102404300.0,274.028,1.33,113.038,120913000.0,0.08,72.97,102884.0,209.02,64615.0,4.8
2021-09-14,146.233322143555,109296300.0,274.028,1.28,113.0099,120913000.0,0.08,73.05,102884.0,135.76,64615.0,4.8
2021-09-15,147.131744384766,83281300.0,274.028,1.31,112.981,120913000.0,0.08,74.84,102884.0,106.93,64615.0,4.8
2021-09-16,146.894790649414,68034100.0,274.028,1.34,113.3068,120913000.0,0.08,75.14,102884.0,44.76,64615.0,4.8
2021-09-17,144.19953918457,129868800.0,274.028,1.37,113.6015,120913000.0,0.08,74.64,102884.0,83.45,64615.0,4.8
2021-09-18,144.19953918457,129868800.0,274.028,1.37,113.6015,120913000.0,0.08,74.64,102884.0,83.45,64615.0,4.8
2021-09-19,144.19953918457,129868800.0,274.028,1.37,113.6015,120913000.0,0.08,74.64,102884.0,83.45,64615.0,4.8
2021-09-20,141.11930847168,123478900.0,274.028,1.31,113.9451,121042000.0,0.08,73.59,102884.0,159.31,64615.0,4.8
2021-09-21,141.60302734375,75834000.0,274.028,1.33,113.8209,121042000.0,0.08,73.65,102884.0,196.08,64615.0,4.8
2021-09-22,143.992233276367,76404300.0,274.028,1.32,113.6254,121042000.0,0.08,75.5,102884.0,98.64,64615.0,4.8
2021-09-23,144.959747314453,64838200.0,274.028,1.41,113.5174,121042000.0,0.08,76.44,102884.0,79.1,64615.0,4.8
2021-09-24,145.048599243164,53477900.0,274.028,1.47,113.7646,121042000.0,0.08,77.42,102884.0,86.86,64615.0,4.8
2021-09-25,145.048599243164,53477900.0,274.028,1.47,113.7646,121042000.0,0.08,77.42,102884.0,86.86,64615.0,4.8
2021-09-26,145.048599243164,53477900.0,274.028,1.47,113.7646,121042000.0,0.08,77.42,102884.0,86.86,64615.0,4.8
2021-09-27,143.518341064453,74150700.0,274.028,1.48,113.7484,121219000.0,0.08,78.85,102884.0,243.51,64615.0,4.8
2021-09-28,140.102401733398,108972300.0,274.028,1.54,114.2524,121219000.0,0.08,78.3,102884.0,126.3,64615.0,4.8
2021-09-29,141.010711669922,74602000.0,274.028,1.55,114.7142,121219000.0,0.08,77.86,102884.0,104.63,64615.0,4.8
2021-09-30,139.697631835938,89056700.0,274.028,1.52,114.6461,121219000.0,0.06,77.81,102884.0,142.53,64615.0,4.8
2021-10-01,140.832977294922,94639600.0,276.522,1.48,114.3857,121219000.0,0.08,79.4,103061.0,88.83,65651.0,4.5
2021-10-02,140.832977294922,94639600.0,276.522,1.48,114.3857,121219000.0,0.08,79.4,103061.0,88.83,65651.0,4.5
2021-10-03,140.832977294922,94639600.0,276.522,1.48,114.3857,121219000.0,0.08,79.4,103061.0,88.83,65651.0,4.5
2021-10-04,137.367706298828,98322000.0,276.522,1.49,114.2818,121357000.0,0.08,81.44,103061.0,148.03,65651.0,4.5
2021-10-05,139.312591552734,80861100.0,276.522,1.54,114.374,121357000.0,0.08,82.72,103061.0,97.14,65651.0,4.5
2021-10-06,140.19123840332,83221100.0,276.522,1.53,114.7264,121357000.0,0.08,81.39,103061.0,145.53,65651.0,4.5
2021-10-07,141.46484375,61732700.0,276.522,1.58,114.5133,121357000.0,0.08,82.34,103061.0,100.93,65651.0,4.5
2021-10-08,141.079803466797,58773200.0,276.522,1.61,114.6095,121357000.0,0.08,82.17,103061.0,96.69,65651.0,4.5
2021-10-09,141.079803466797,58773200.0,276.522,1.61,114.6095,121357000.0,0.08,82.17,103061.0,96.69,65651.0,4.5
2021-10-10,141.079803466797,58773200.0,276.522,1.61,114.6095,121357000.0,0.08,82.17,103061.0,96.69,65651.0,4.5
2021-10-11,140.990982055664,64452200.0,276.522,1.61,114.6095,121586000.0,0.08,83.75,103061.0,85.57,65651.0,4.5
2021-10-12,139.707489013672,73035900.0,276.522,1.59,114.7658,121586000.0,0.08,83.53,103061.0,90.52,65651.0,4.5
2021-10-13,139.115142822266,78762700.0,276.522,1.56,114.4815,121586000.0,0.08,83.53,103061.0,111.12,65651.0,4.5
2021-10-14,141.928848266602,69907100.0,276.522,1.52,114.2175,121586000.0,0.08,83.86,103061.0,94.34,65651.0,4.5
2021-10-15,142.995086669922,67940300.0,276.522,1.59,114.102,121586000.0,0.08,84.67,103061.0,65.19,65651.0,4.5
2021-10-16,142.995086669922,67940300.0,276.522,1.59,114.102,121586000.0,0.08,84.67,103061.0,65.19,65651.0,4.5
2021-10-17,142.995086669922,67940300.0,276.522,1.59,114.102,121586000.0,0.08,84.67,103061.0,65.19,65651.0,4.5
2021-10-18,144.683303833008,85589200.0,276.522,1.59,114.0008,121736000.0,0.08,84.13,103061.0,159.77,65651.0,4.5
2021-10-19,146.865173339844,76378900.0,276.522,1.65,113.6576,121736000.0,0.08,85.02,103061.0,73.95,65651.0,4.5
2021-10-20,147.358779907227,58418800.0,276.522,1.65,113.5194,121736000.0,0.08,85.76,103061.0,59.85,65651.0,4.5
2021-10-21,147.575973510742,61421000.0,276.522,1.68,113.631,121736000.0,0.08,84.58,103061.0,69.73,65651.0,4.5
2021-10-22,146.796035766602,58883400.0,276.522,1.66,113.681,121736000.0,0.08,85.43,103061.0,101.73,65651.0,4.5
2021-10-23,146.796035766602,58883400.0,276.522,1.66,113.681,121736000.0,0.08,85.43,103061.0,101.73,65651.0,4.5
2021-10-24,146.796035766602,58883400.0,276.522,1.66,113.681,121736000.0,0.08,85.43,103061.0,101.73,65651.0,4.5
2021-10-25,146.746704101563,50720600.0,276.522,1.64,113.6153,121937000.0,0.08,84.85,103061.0,102.62,65651.0,4.5
2021-10-26,147.418029785156,60893400.0,276.522,1.63,113.6842,121937000.0,0.08,85.11,103061.0,99.45,65651.0,4.5
2021-10-27,146.954025268555,56094900.0,276.522,1.54,113.6326,121937000.0,0.08,84.12,103061.0,63.73,65651.0,4.5
2021-10-28,150.626647949219,100077900.0,276.522,1.57,113.452,121937000.0,0.08,83.4,103061.0,90.49,65651.0,4.5
2021-10-29,147.89192199707,124953200.0,276.522,1.55,114.1482,121937000.0,0.07,83.1,103061.0,77.35,65651.0,4.5
2021-10-30,147.89192199707,124953200.0,276.522,1.55,114.1482,121937000.0,0.07,83.1,103061.0,77.35,65651.0,4.5
2021-10-31,147.89192199707,124953200.0,276.522,1.55,114.1482,121937000.0,0.07,83.1,103061.0,77.35,65651.0,4.5
2021-11-01,147.062652587891,74588300.0,278.711,1.58,114.2237,122061000.0,0.08,84.51,103327.0,136.17,65651.0,4.2
2021-11-02,148.109115600586,69122000.0,278.711,1.56,114.2992,122061000.0,0.08,84.42,103327.0,110.75,65651.0,4.2
2021-11-03,149.560409545898,54511500.0,278.711,1.6,114.3753,122061000.0,0.08,81.1,103327.0,188.57,65651.0,4.2
2021-11-04,149.037155151367,60394600.0,278.711,1.53,114.3685,122061000.0,0.08,80.15,103327.0,156.8,65651.0,4.2
2021-11-05,149.571044921875,65463900.0,278.711,1.45,114.0846,122061000.0,0.08,82.43,103327.0,211.53,65651.0,4.2
2021-11-06,149.571044921875,65463900.0,278.711,1.45,114.0846,122061000.0,0.08,82.43,103327.0,211.53,65651.0,4.2
2021-11-07,149.571044921875,65463900.0,278.711,1.45,114.0846,122061000.0,0.08,82.43,103327.0,211.53,65651.0,4.2
2021-11-08,148.740524291992,55020900.0,278.711,1.51,113.8369,122322000.0,0.08,83.22,103327.0,363.38,65651.0,4.2
2021-11-09,149.106338500977,56787900.0,278.711,1.46,113.7721,122322000.0,0.08,84.52,103327.0,149.84,65651.0,4.2
2021-11-10,146.248992919922,65187100.0,278.711,1.56,114.159,122322000.0,0.08,82.91,103327.0,39.0,65651.0,4.2
2021-11-11,146.199569702148,41000000.0,278.711,1.56,114.159,122322000.0,0.08,83.4,103327.0,65.66,65651.0,4.2
2021-11-12,148.295623779297,63804000.0,278.711,1.58,114.523,122322000.0,0.08,82.9,103327.0,202.74,65651.0,4.2
2021-11-13,148.295623779297,63804000.0,278.711,1.58,114.523,122322000.0,0.08,82.9,103327.0,202.74,65651.0,4.2
2021-11-14,148.295623779297,63804000.0,278.711,1.58,114.523,122322000.0,0.08,82.9,103327.0,202.74,65651.0,4.2
2021-11-15,148.30549621582,59222800.0,278.711,1.63,114.5976,122426000.0,0.08,81.94,103327.0,107.9,65651.0,4.2
2021-11-16,149.294189453125,59256200.0,278.711,1.63,115.1462,122426000.0,0.08,82.85,103327.0,112.32,65651.0,4.2
2021-11-17,151.756088256836,88807000.0,278.711,1.6,115.0355,122426000.0,0.08,80.67,103327.0,114.88,65651.0,4.2
2021-11-18,156.08659362793,137827700.0,278.711,1.59,115.0777,122426000.0,0.08,82.45,103327.0,141.8,65651.0,4.2
2021-11-19,158.736328125,117305600.0,278.711,1.54,115.2287,122426000.0,0.08,80.24,103327.0,120.37,65651.0,4.2
2021-11-20,158.736328125,117305600.0,278.711,1.54,115.2287,122426000.0,0.08,80.24,103327.0,120.37,65651.0,4.2
2021-11-21,158.736328125,117305600.0,278.711,1.54,115.2287,122426000.0,0.08,80.24,103327.0,120.37,65651.0,4.2
2021-11-22,159.20100402832,117467900.0,278.711,1.63,115.6582,122537000.0,0.08,80.97,103327.0,92.12,65651.0,4.2
2021-11-23,159.586624145508,96041900.0,278.711,1.67,116.0236,122537000.0,0.08,83.43,103327.0,98.64,65651.0,4.2
2021-11-24,160.110610961914,69463600.0,278.711,1.64,116.2838,122537000.0,0.08,82.37,103327.0,131.12,65651.0,4.2
2021-11-25,160.110610961914,69463600.0,278.711,1.64,116.2838,122537000.0,0.08,82.37,103327.0,131.12,65651.0,4.2
2021-11-26,155.038558959961,76959800.0,278.711,1.48,116.5252,122537000.0,0.08,72.37,103327.0,57.97,65651.0,4.2
2021-11-27,155.038558959961,76959800.0,278.711,1.48,116.5252,122537000.0,0.08,72.37,103327.0,57.97,65651.0,4.2
2021-11-28,155.038558959961,76959800.0,278.711,1.48,116.5252,122537000.0,0.08,72.37,103327.0,57.97,65651.0,4.2
2021-11-29,158.429840087891,88748200.0,278.711,1.52,116.5945,122640000.0,0.08,73.34,103327.0,103.8,65651.0,4.2
2021-11-30,163.432662963867,174048100.0,278.711,1.43,116.218,122640000.0,0.07,70.86,103327.0,117.24,65651.0,4.2
2021-12-01,162.908660888672,152052500.0,280.887,1.43,115.9,122640000.0,0.08,69.53,103369.0,108.42,65651.0,3.9
2021-12-02,161.910049438477,136739200.0,280.887,1.44,116.0286,122640000.0,0.08,70.56,103369.0,90.4,65651.0,3.9
2021-12-03,160.011764526367,118023100.0,280.887,1.35,116.2488,122640000.0,0.08,70.71,103369.0,219.57,65651.0,3.9
2021-12-04,160.011764526367,118023100.0,280.887,1.35,116.2488,122640000.0,0.08,70.71,103369.0,219.57,65651.0,3.9
